date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2021-11-11,Benin,Madagascar,2,0,FIFA World Cup qualification,Cotonou,Benin,FALSE
2021-11-11,Lebanon,Iran,1,2,FIFA World Cup qualification,Sidon,Lebanon,FALSE
2021-11-11,Iraq,Syria,1,1,FIFA World Cup qualification,Al Rayyan,Qatar,TRUE
2021-11-11,South Korea,United Arab Emirates,1,0,FIFA World Cup qualification,Goyang,South Korea,FALSE
2021-11-11,China PR,Oman,1,1,FIFA World Cup qualification,Sharjah,United Arab Emirates,TRUE
2021-11-11,Vietnam,Japan,0,1,FIFA World Cup qualification,Hanoi,Vietnam,FALSE
2021-11-11,Australia,Saudi Arabia,0,0,FIFA World Cup qualification,Sydney,Australia,FALSE
2021-11-11,Republic of Ireland,Portugal,0,0,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
2021-11-11,Azerbaijan,Luxembourg,1,3,FIFA World Cup qualification,Baku,Azerbaijan,FALSE
2021-11-11,Georgia,Sweden,2,0,FIFA World Cup qualification,Batumi,Georgia,FALSE
2021-11-11,Greece,Spain,0,1,FIFA World Cup qualification,Athens,Greece,FALSE
2021-11-11,Russia,Cyprus,6,0,FIFA World Cup qualification,Saint Petersburg,Russia,FALSE
2021-11-11,Malta,Croatia,1,7,FIFA World Cup qualification,Ta' Qali,Malta,FALSE
2021-11-11,Slovakia,Slovenia,2,2,FIFA World Cup qualification,Trnava,Slovakia,FALSE
2021-11-11,Germany,Liechtenstein,9,0,FIFA World Cup qualification,Wolfsburg,Germany,FALSE
2021-11-11,Armenia,North Macedonia,0,5,FIFA World Cup qualification,Yerevan,Armenia,FALSE
2021-11-11,Romania,Iceland,0,0,FIFA World Cup qualification,Bucharest,Romania,FALSE
2021-11-11,Ecuador,Venezuela,1,0,FIFA World Cup qualification,Quito,Ecuador,FALSE
2021-11-11,Paraguay,Chile,0,1,FIFA World Cup qualification,Asunción,Paraguay,FALSE
2021-11-11,Peru,Bolivia,3,0,FIFA World Cup qualification,Lima,Peru,FALSE
2021-11-11,Brazil,Colombia,1,0,FIFA World Cup qualification,São Paulo,Brazil,FALSE
2021-11-12,Burkina Faso,Niger,1,1,FIFA World Cup qualification,Marrakech,Morocco,TRUE
2021-11-12,Djibouti,Algeria,0,4,FIFA World Cup qualification,Cairo,Egypt,TRUE
2021-11-12,Gabon,Libya,1,0,FIFA World Cup qualification,Franceville,Gabon,FALSE
2021-11-12,Angola,Egypt,2,2,FIFA World Cup qualification,Luanda,Angola,FALSE
2021-11-12,Guinea,Guinea-Bissau,0,0,FIFA World Cup qualification,Conakry,Guinea,FALSE
2021-11-12,Morocco,Sudan,3,0,FIFA World Cup qualification,Rabat,Morocco,FALSE
2021-11-12,Canada,Costa Rica,1,0,FIFA World Cup qualification,Edmonton,Canada,FALSE
2021-11-12,Honduras,Panama,2,3,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
2021-11-12,El Salvador,Jamaica,1,1,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
2021-11-12,United States,Mexico,2,0,FIFA World Cup qualification,Cincinnati,United States,FALSE
2021-11-12,Northern Ireland,Lithuania,1,0,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
2021-11-12,Italy,Switzerland,1,1,FIFA World Cup qualification,Rome,Italy,FALSE
2021-11-12,Moldova,Scotland,0,2,FIFA World Cup qualification,Chișinău,Moldova,FALSE
2021-11-12,Denmark,Faroe Islands,3,1,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
2021-11-12,Austria,Israel,4,2,FIFA World Cup qualification,Klagenfurt,Austria,FALSE
2021-11-12,England,Albania,5,0,FIFA World Cup qualification,London,England,FALSE
2021-11-12,Andorra,Poland,1,4,FIFA World Cup qualification,Andorra la Vella,Andorra,FALSE
2021-11-12,Hungary,San Marino,4,0,FIFA World Cup qualification,Budapest,Hungary,FALSE
2021-11-12,Uruguay,Argentina,0,1,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
2021-11-13,Burundi,Myanmar,2,1,Friendly,Manavgat,Turkey,TRUE
2021-11-13,Nicaragua,Cuba,2,0,Friendly,Managua,Nicaragua,FALSE
2021-11-13,Sierra Leone,Comoros,0,2,Friendly,Sapanca,Turkey,TRUE
2021-11-13,Bangladesh,Maldives,2,1,Mahinda Rajapaksa Cup,Colombo,Sri Lanka,TRUE
2021-11-13,Sri Lanka,Seychelles,0,1,Mahinda Rajapaksa Cup,Colombo,Sri Lanka,FALSE
2021-11-13,Zambia,Mauritania,4,0,FIFA World Cup qualification,Lusaka,Zambia,FALSE
2021-11-13,Equatorial Guinea,Tunisia,1,0,FIFA World Cup qualification,Malabo,Equatorial Guinea,FALSE
2021-11-13,Cape Verde,Central African Republic,2,1,FIFA World Cup qualification,Mindelo,Cape Verde,FALSE
2021-11-13,Liberia,Nigeria,0,2,FIFA World Cup qualification,Tangier,Morocco,TRUE
2021-11-13,Malawi,Cameroon,0,4,FIFA World Cup qualification,Johannesburg,South Africa,TRUE
2021-11-13,Ivory Coast,Mozambique,3,0,FIFA World Cup qualification,Cotonou,Benin,TRUE
2021-11-13,Bosnia and Herzegovina,Finland,1,3,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE
2021-11-13,France,Kazakhstan,8,0,FIFA World Cup qualification,Paris,France,FALSE
2021-11-13,Wales,Belarus,5,1,FIFA World Cup qualification,Cardiff,Wales,FALSE
2021-11-13,Belgium,Estonia,3,1,FIFA World Cup qualification,Brussels,Belgium,FALSE
2021-11-13,Norway,Latvia,0,0,FIFA World Cup qualification,Oslo,Norway,FALSE
2021-11-13,Turkey,Gibraltar,6,0,FIFA World Cup qualification,Istanbul,Turkey,FALSE
2021-11-13,Montenegro,Netherlands,2,2,FIFA World Cup qualification,Podgorica,Montenegro,FALSE
2021-11-14,Azerbaijan,Qatar,2,2,Friendly,Baku,Azerbaijan,FALSE
2021-11-14,Nicaragua,Cuba,2,0,Friendly,Managua,Nicaragua,FALSE
2021-11-14,Mali,Uganda,1,0,FIFA World Cup qualification,Agadir,Morocco,TRUE
2021-11-14,Zimbabwe,Ethiopia,1,1,FIFA World Cup qualification,Harare,Zimbabwe,FALSE
2021-11-14,Ghana,South Africa,1,0,FIFA World Cup qualification,Cape Coast,Ghana,FALSE
2021-11-14,Senegal,Congo,2,0,FIFA World Cup qualification,Thiès,Senegal,FALSE
2021-11-14,DR Congo,Benin,2,0,FIFA World Cup qualification,Kinshasa,DR Congo,FALSE
2021-11-14,Madagascar,Tanzania,1,1,FIFA World Cup qualification,Antananarivo,Madagascar,FALSE
2021-11-14,Portugal,Serbia,1,2,FIFA World Cup qualification,Lisbon,Portugal,FALSE
2021-11-14,Luxembourg,Republic of Ireland,0,3,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
2021-11-14,Spain,Sweden,1,0,FIFA World Cup qualification,Seville,Spain,FALSE
2021-11-14,Greece,Kosovo,1,1,FIFA World Cup qualification,Athens,Greece,FALSE
2021-11-14,Croatia,Russia,1,0,FIFA World Cup qualification,Split,Croatia,FALSE
2021-11-14,Malta,Slovakia,0,6,FIFA World Cup qualification,Ta' Qali,Malta,FALSE
2021-11-14,Slovenia,Cyprus,2,1,FIFA World Cup qualification,Ljubljana,Slovenia,FALSE
2021-11-14,Liechtenstein,Romania,0,2,FIFA World Cup qualification,Vaduz,Liechtenstein,FALSE
2021-11-14,North Macedonia,Iceland,3,1,FIFA World Cup qualification,Skopje,North Macedonia,FALSE
2021-11-14,Armenia,Germany,1,4,FIFA World Cup qualification,Yerevan,Armenia,FALSE
2021-11-15,Georgia,Uzbekistan,1,0,Friendly,Gori,Georgia,FALSE
2021-11-15,Lithuania,Kuwait,1,1,Friendly,Vilnius,Lithuania,FALSE
2021-11-15,Niger,Djibouti,7,2,FIFA World Cup qualification,Niamey,Niger,FALSE
2021-11-15,Kenya,Rwanda,2,1,FIFA World Cup qualification,Nairobi,Kenya,FALSE
2021-11-15,Namibia,Togo,0,1,FIFA World Cup qualification,Johannesburg,South Africa,TRUE
2021-11-15,Guinea-Bissau,Sudan,0,0,FIFA World Cup qualification,Marrakech,Morocco,TRUE
2021-11-15,Northern Ireland,Italy,0,0,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
2021-11-15,Switzerland,Bulgaria,4,0,FIFA World Cup qualification,Lucerne,Switzerland,FALSE
2021-11-15,Scotland,Denmark,2,0,FIFA World Cup qualification,Glasgow,Scotland,FALSE
2021-11-15,Austria,Moldova,4,1,FIFA World Cup qualification,Klagenfurt,Austria,FALSE
2021-11-15,Israel,Faroe Islands,3,2,FIFA World Cup qualification,Netanya,Israel,FALSE
2021-11-15,Albania,Andorra,1,0,FIFA World Cup qualification,Tirana,Albania,FALSE
2021-11-15,Poland,Hungary,1,2,FIFA World Cup qualification,Warsaw,Poland,FALSE
2021-11-15,San Marino,England,0,10,FIFA World Cup qualification,Serravalle,San Marino,FALSE
2021-11-16,Bahrain,Kyrgyzstan,4,2,Friendly,Isa Town,Bahrain,FALSE
2021-11-16,Belarus,Jordan,1,0,Friendly,Minsk,Belarus,FALSE
2021-11-16,Kazakhstan,Tajikistan,1,0,Friendly,Nur-Sultan,Kazakhstan,FALSE
2021-11-16,New Zealand,Gambia,2,0,Friendly,Dubai,United Arab Emirates,TRUE
2021-11-16,Indonesia,Afghanistan,0,1,Friendly,Antalya,Turkey,TRUE
2021-11-16,Maldives,Seychelles,0,0,Mahinda Rajapaksa Cup,Colombo,Sri Lanka,TRUE
2021-11-16,Sri Lanka,Bangladesh,2,1,Mahinda Rajapaksa Cup,Colombo,Sri Lanka,FALSE
2021-11-16,Algeria,Burkina Faso,2,2,FIFA World Cup qualification,Blida,Algeria,FALSE
2021-11-16,Mauritania,Equatorial Guinea,1,1,FIFA World Cup qualification,Nouakchott,Mauritania,FALSE
2021-11-16,Tunisia,Zambia,3,1,FIFA World Cup qualification,Radès,Tunisia,FALSE
2021-11-16,Liberia,Central African Republic,3,1,FIFA World Cup qualification,Tangier,Morocco,TRUE
2021-11-16,Nigeria,Cape Verde,1,1,FIFA World Cup qualification,Lagos,Nigeria,FALSE
2021-11-16,Mozambique,Malawi,1,0,FIFA World Cup qualification,Cotonou,Benin,TRUE
2021-11-16,Cameroon,Ivory Coast,1,0,FIFA World Cup qualification,Douala,Cameroon,FALSE
2021-11-16,Egypt,Gabon,2,1,FIFA World Cup qualification,Alexandria,Egypt,FALSE
2021-11-16,Libya,Angola,1,1,FIFA World Cup qualification,Benghazi,Libya,FALSE
2021-11-16,Morocco,Guinea,3,0,FIFA World Cup qualification,Casablanca,Morocco,FALSE
2021-11-16,Lebanon,United Arab Emirates,0,1,FIFA World Cup qualification,Sidon,Lebanon,FALSE
2021-11-16,Iraq,South Korea,0,3,FIFA World Cup qualification,Al Rayyan,Qatar,TRUE
2021-11-16,Syria,Iran,0,3,FIFA World Cup qualification,Amman,Jordan,TRUE
2021-11-16,China PR,Australia,1,1,FIFA World Cup qualification,Sharjah,United Arab Emirates,TRUE
2021-11-16,Vietnam,Saudi Arabia,0,1,FIFA World Cup qualification,Hanoi,Vietnam,FALSE
2021-11-16,Oman,Japan,0,1,FIFA World Cup qualification,Muscat,Oman,FALSE
2021-11-16,Jamaica,United States,1,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE
2021-11-16,Canada,Mexico,2,1,FIFA World Cup qualification,Edmonton,Canada,FALSE
2021-11-16,Costa Rica,Honduras,2,1,FIFA World Cup qualification,San José,Costa Rica,FALSE
2021-11-16,Panama,El Salvador,2,1,FIFA World Cup qualification,Panama City,Panama,FALSE
2021-11-16,Bosnia and Herzegovina,Ukraine,0,2,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE
2021-11-16,Finland,France,0,2,FIFA World Cup qualification,Helsinki,Finland,FALSE
2021-11-16,Wales,Belgium,1,1,FIFA World Cup qualification,Cardiff,Wales,FALSE
2021-11-16,Czech Republic,Estonia,2,0,FIFA World Cup qualification,Prague,Czech Republic,FALSE
2021-11-16,Gibraltar,Latvia,1,3,FIFA World Cup qualification,Gibraltar,Gibraltar,FALSE
2021-11-16,Montenegro,Turkey,1,2,FIFA World Cup qualification,Podgorica,Montenegro,FALSE
2021-11-16,Netherlands,Norway,2,0,FIFA World Cup qualification,Rotterdam,Netherlands,FALSE
2021-11-16,Bolivia,Uruguay,3,0,FIFA World Cup qualification,La Paz,Bolivia,FALSE
2021-11-16,Venezuela,Peru,1,2,FIFA World Cup qualification,Caracas,Venezuela,FALSE
2021-11-16,Colombia,Paraguay,0,0,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
2021-11-16,Argentina,Brazil,0,0,FIFA World Cup qualification,San Juan,Argentina,FALSE
2021-11-16,Chile,Ecuador,0,2,FIFA World Cup qualification,Santiago,Chile,FALSE
2021-11-19,Sri Lanka,Seychelles,3,3,Mahinda Rajapaksa Cup,Colombo,Sri Lanka,FALSE
2021-11-25,Indonesia,Myanmar,4,1,Friendly,Antalya,Turkey,TRUE
2021-11-30,Iraq,Oman,1,1,Arab Cup,Al Wakrah,Qatar,TRUE
2021-11-30,Qatar,Bahrain,1,0,Arab Cup,Al Khor,Qatar,FALSE
2021-11-30,Tunisia,Mauritania,5,1,Arab Cup,Al Rayyan,Qatar,TRUE
2021-11-30,United Arab Emirates,Syria,2,1,Arab Cup,Doha,Qatar,TRUE
2021-12-01,Morocco,Palestine,4,0,Arab Cup,Al Wakrah,Qatar,TRUE
2021-12-01,Saudi Arabia,Jordan,0,1,Arab Cup,Al Rayyan,Qatar,TRUE
2021-12-01,Algeria,Sudan,4,0,Arab Cup,Al Rayyan,Qatar,TRUE
2021-12-01,Egypt,Lebanon,1,0,Arab Cup,Doha,Qatar,TRUE
2021-12-03,Bahrain,Iraq,0,0,Arab Cup,Doha,Qatar,TRUE
2021-12-03,Qatar,Oman,2,1,Arab Cup,Al Rayyan,Qatar,FALSE
2021-12-03,Mauritania,United Arab Emirates,0,1,Arab Cup,Doha,Qatar,TRUE
2021-12-03,Syria,Tunisia,2,0,Arab Cup,Al Khor,Qatar,TRUE
2021-12-04,El Salvador,Ecuador,1,1,Friendly,Houston,United States,TRUE
2021-12-04,Jordan,Morocco,0,4,Arab Cup,Al Rayyan,Qatar,TRUE
2021-12-04,Palestine,Saudi Arabia,1,1,Arab Cup,Al Rayyan,Qatar,TRUE
2021-12-04,Lebanon,Algeria,0,2,Arab Cup,Al Wakrah,Qatar,TRUE
2021-12-04,Sudan,Egypt,0,5,Arab Cup,Doha,Qatar,TRUE
2021-12-05,East Timor,Thailand,0,2,AFF Championship,Kallang,Singapore,TRUE
2021-12-05,Singapore,Myanmar,3,0,AFF Championship,Kallang,Singapore,FALSE
2021-12-06,Oman,Bahrain,3,0,Arab Cup,Al Rayyan,Qatar,TRUE
2021-12-06,Qatar,Iraq,3,0,Arab Cup,Al Khor,Qatar,FALSE
2021-12-06,Syria,Mauritania,1,2,Arab Cup,Al Wakrah,Qatar,TRUE
2021-12-06,Tunisia,United Arab Emirates,1,0,Arab Cup,Doha,Qatar,TRUE
2021-12-06,Cambodia,Malaysia,1,3,AFF Championship,Bishan,Singapore,TRUE
2021-12-06,Laos,Vietnam,0,2,AFF Championship,Bishan,Singapore,TRUE
2021-12-07,Jordan,Palestine,5,1,Arab Cup,Doha,Qatar,TRUE
2021-12-07,Morocco,Saudi Arabia,1,0,Arab Cup,Doha,Qatar,TRUE
2021-12-07,Algeria,Egypt,1,1,Arab Cup,Al Wakrah,Qatar,TRUE
2021-12-07,Lebanon,Sudan,1,0,Arab Cup,Al Rayyan,Qatar,TRUE
2021-12-08,Mexico,Chile,2,2,Friendly,Austin,United States,TRUE
2021-12-08,Myanmar,East Timor,2,0,AFF Championship,Kallang,Singapore,TRUE
2021-12-08,Singapore,Philippines,2,1,AFF Championship,Kallang,Singapore,FALSE
2021-12-09,Tanzania,Uganda,0,2,Friendly,Dar es Salaam,Tanzania,FALSE
2021-12-09,Malaysia,Laos,4,0,AFF Championship,Bishan,Singapore,TRUE
2021-12-09,Indonesia,Cambodia,4,2,AFF Championship,Bishan,Singapore,TRUE
2021-12-10,Tunisia,Oman,2,1,Arab Cup,Al Rayyan,Qatar,TRUE
2021-12-10,Qatar,United Arab Emirates,5,0,Arab Cup,Al Khor,Qatar,FALSE
2021-12-11,Egypt,Jordan,3,1,Arab Cup,Al Wakrah,Qatar,TRUE
2021-12-11,Morocco,Algeria,2,2,Arab Cup,Doha,Qatar,TRUE
2021-12-11,El Salvador,Chile,0,1,Friendly,Los Angeles,United States,TRUE
2021-12-11,East Timor,Philippines,0,7,AFF Championship,Kallang,Singapore,TRUE
2021-12-11,Thailand,Myanmar,4,0,AFF Championship,Kallang,Singapore,TRUE
2021-12-12,Laos,Indonesia,1,5,AFF Championship,Bishan,Singapore,TRUE
2021-12-12,Vietnam,Malaysia,3,0,AFF Championship,Bishan,Singapore,TRUE
2021-12-14,Philippines,Thailand,1,2,AFF Championship,Kallang,Singapore,TRUE
2021-12-14,Singapore,East Timor,2,0,AFF Championship,Kallang,Singapore,FALSE
2021-12-15,Tunisia,Egypt,1,0,Arab Cup,Doha,Qatar,TRUE
2021-12-15,Qatar,Algeria,1,2,Arab Cup,Doha,Qatar,FALSE
2021-12-15,Cambodia,Laos,3,0,AFF Championship,Bishan,Singapore,TRUE
2021-12-15,Indonesia,Vietnam,0,0,AFF Championship,Bishan,Singapore,TRUE
2021-12-18,Qatar,Egypt,0,0,Arab Cup,Doha,Qatar,FALSE
2021-12-18,Tunisia,Algeria,0,2,Arab Cup,Al Khor,Qatar,TRUE
2021-12-18,United States,Bosnia and Herzegovina,1,0,Friendly,Los Angeles,United States,FALSE
2021-12-18,Singapore,Thailand,0,2,AFF Championship,Kallang,Singapore,FALSE
2021-12-18,Myanmar,Philippines,2,3,AFF Championship,Bishan,Singapore,TRUE
2021-12-19,Vietnam,Cambodia,4,0,AFF Championship,Bishan,Singapore,TRUE
2021-12-19,Malaysia,Indonesia,1,4,AFF Championship,Kallang,Singapore,TRUE
2021-12-22,Singapore,Indonesia,1,1,AFF Championship,Kallang,Singapore,FALSE
2021-12-23,Vietnam,Thailand,0,2,AFF Championship,Kallang,Singapore,TRUE
2021-12-25,Singapore,Indonesia,2,4,AFF Championship,Kallang,Singapore,FALSE
2021-12-26,Thailand,Vietnam,0,0,AFF Championship,Kallang,Singapore,TRUE
2021-12-29,Indonesia,Thailand,0,4,AFF Championship,Kallang,Singapore,TRUE
2021-12-30,Mauritania,Burkina Faso,0,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
2021-12-30,Sudan,Ethiopia,2,3,Friendly,Limbé,Cameroon,TRUE
2021-12-31,Malawi,Comoros,2,1,Friendly,Jeddah,Saudi Arabia,TRUE
2022-01-01,Thailand,Indonesia,2,2,AFF Championship,Kallang,Singapore,TRUE
2022-01-02,Gabon,Burkina Faso,0,3,Friendly,Dubai,United Arab Emirates,TRUE
2022-01-02,Sudan,Zimbabwe,0,0,Friendly,Yaoundé,Cameroon,TRUE
2022-01-03,Rwanda,Guinea,3,0,Friendly,Kigali,Rwanda,FALSE
2022-01-04,Mauritania,Gabon,1,1,Friendly,Dubai,United Arab Emirates,TRUE
2022-01-05,Algeria,Ghana,3,0,Friendly,Al Rayyan,Qatar,TRUE
2022-01-06,Rwanda,Guinea,0,2,Friendly,Kigali,Rwanda,FALSE
2022-01-09,Cameroon,Burkina Faso,2,1,African Cup of Nations,Yaoundé,Cameroon,FALSE
2022-01-09,Ethiopia,Cape Verde,0,1,African Cup of Nations,Yaoundé,Cameroon,TRUE
2022-01-10,Senegal,Zimbabwe,1,0,African Cup of Nations,Bafoussam,Cameroon,TRUE
2022-01-10,Guinea,Malawi,1,0,African Cup of Nations,Bafoussam,Cameroon,TRUE
2022-01-10,Morocco,Ghana,1,0,African Cup of Nations,Yaoundé,Cameroon,TRUE
2022-01-10,Comoros,Gabon,0,1,African Cup of Nations,Yaoundé,Cameroon,TRUE
2022-01-11,Nigeria,Egypt,1,0,African Cup of Nations,Garoua,Cameroon,TRUE
2022-01-11,Sudan,Guinea-Bissau,0,0,African Cup of Nations,Garoua,Cameroon,TRUE
2022-01-11,Algeria,Sierra Leone,0,0,African Cup of Nations,Douala,Cameroon,TRUE
2022-01-12,Iceland,Uganda,1,1,Friendly,Belek,Turkey,TRUE
2022-01-12,Equatorial Guinea,Ivory Coast,0,1,African Cup of Nations,Douala,Cameroon,TRUE
2022-01-12,Tunisia,Mali,0,1,African Cup of Nations,Limbé,Cameroon,TRUE
2022-01-12,Mauritania,Gambia,0,1,African Cup of Nations,Limbé,Cameroon,TRUE
2022-01-13,Cameroon,Ethiopia,4,1,African Cup of Nations,Yaoundé,Cameroon,FALSE
2022-01-13,Cape Verde,Burkina Faso,0,1,African Cup of Nations,Yaoundé,Cameroon,TRUE
2022-01-14,Senegal,Guinea,0,0,African Cup of Nations,Bafoussam,Cameroon,TRUE
2022-01-14,Malawi,Zimbabwe,2,1,African Cup of Nations,Bafoussam,Cameroon,TRUE
2022-01-14,Morocco,Comoros,2,0,African Cup of Nations,Yaoundé,Cameroon,TRUE
2022-01-14,Gabon,Ghana,1,1,African Cup of Nations,Yaoundé,Cameroon,TRUE
2022-01-15,South Korea,Iceland,5,1,Friendly,Antalya,Turkey,TRUE
2022-01-15,Nigeria,Sudan,3,1,African Cup of Nations,Garoua,Cameroon,TRUE
2022-01-15,Guinea-Bissau,Egypt,0,1,African Cup of Nations,Garoua,Cameroon,TRUE
2022-01-16,Colombia,Honduras,2,1,Friendly,Fort Lauderdale,United States,TRUE
2022-01-16,Peru,Panama,1,1,Friendly,Lima,Peru,FALSE
2022-01-16,Ivory Coast,Sierra Leone,2,2,African Cup of Nations,Douala,Cameroon,TRUE
2022-01-16,Algeria,Equatorial Guinea,0,1,African Cup of Nations,Douala,Cameroon,TRUE
2022-01-16,Gambia,Mali,1,1,African Cup of Nations,Limbé,Cameroon,TRUE
2022-01-16,Tunisia,Mauritania,4,0,African Cup of Nations,Limbé,Cameroon,TRUE
2022-01-17,Burkina Faso,Ethiopia,1,1,African Cup of Nations,Bafoussam,Cameroon,TRUE
2022-01-17,Cameroon,Cape Verde,1,1,African Cup of Nations,Yaoundé,Cameroon,FALSE
2022-01-18,Moldova,Uganda,2,3,Friendly,Belek,Turkey,TRUE
2022-01-18,Malawi,Senegal,0,0,African Cup of Nations,Bafoussam,Cameroon,TRUE
2022-01-18,Zimbabwe,Guinea,2,1,African Cup of Nations,Yaoundé,Cameroon,TRUE
2022-01-18,Gabon,Morocco,2,2,African Cup of Nations,Yaoundé,Cameroon,TRUE
2022-01-18,Ghana,Comoros,2,3,African Cup of Nations,Garoua,Cameroon,TRUE
2022-01-19,Egypt,Sudan,1,0,African Cup of Nations,Yaoundé,Cameroon,TRUE
2022-01-19,Guinea-Bissau,Nigeria,0,2,African Cup of Nations,Garoua,Cameroon,TRUE
2022-01-20,South Korea,Moldova,4,0,Friendly,Antalya,Turkey,TRUE
2022-01-20,Peru,Jamaica,3,0,Friendly,Lima,Peru,FALSE
2022-01-20,Ivory Coast,Algeria,3,1,African Cup of Nations,Douala,Cameroon,TRUE
2022-01-20,Sierra Leone,Equatorial Guinea,0,1,African Cup of Nations,Limbé,Cameroon,TRUE
2022-01-20,Gambia,Tunisia,1,0,African Cup of Nations,Limbé,Cameroon,TRUE
2022-01-20,Mali,Mauritania,2,0,African Cup of Nations,Douala,Cameroon,TRUE
2022-01-21,Bolivia,Trinidad and Tobago,5,0,Friendly,Sucre,Bolivia,FALSE
2022-01-21,Iraq,Uganda,1,0,Friendly,Baghdad,Iraq,FALSE
2022-01-23,Burkina Faso,Gabon,1,1,African Cup of Nations,Limbé,Cameroon,TRUE
2022-01-23,Nigeria,Tunisia,0,1,African Cup of Nations,Garoua,Cameroon,TRUE
2022-01-24,Cameroon,Comoros,2,1,African Cup of Nations,Yaoundé,Cameroon,FALSE
2022-01-24,Guinea,Gambia,0,1,African Cup of Nations,Bafoussam,Cameroon,TRUE
2022-01-25,Morocco,Malawi,2,1,African Cup of Nations,Yaoundé,Cameroon,TRUE
2022-01-25,Senegal,Cape Verde,2,0,African Cup of Nations,Bafoussam,Cameroon,TRUE
2022-01-26,Ivory Coast,Egypt,0,0,African Cup of Nations,Douala,Cameroon,TRUE
2022-01-26,Mali,Equatorial Guinea,0,0,African Cup of Nations,Limbé,Cameroon,TRUE
2022-01-27,Bahrain,Uganda,3,1,Friendly,Riffa,Bahrain,FALSE
2022-01-27,Indonesia,Timor-Leste,4,1,Friendly,Gianyar,Indonesia,FALSE
2022-01-27,Uzbekistan,South Sudan,3,0,Friendly,Dubai,United Arab Emirates,TRUE
2022-01-27,Jamaica,Mexico,1,2,FIFA World Cup qualification,Kingston,Jamaica,FALSE
2022-01-27,United States,El Salvador,1,0,FIFA World Cup qualification,Columbus,United States,FALSE
2022-01-27,Honduras,Canada,0,2,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
2022-01-27,Costa Rica,Panama,1,0,FIFA World Cup qualification,San José,Costa Rica,FALSE
2022-01-27,Lebanon,South Korea,0,1,FIFA World Cup qualification,Sidon,Lebanon,FALSE
2022-01-27,Iran,Iraq,1,0,FIFA World Cup qualification,Tehran,Iran,FALSE
2022-01-27,United Arab Emirates,Syria,2,0,FIFA World Cup qualification,Dubai,United Arab Emirates,FALSE
2022-01-27,Japan,China PR,2,0,FIFA World Cup qualification,Saitama,Japan,FALSE
2022-01-27,Australia,Vietnam,4,0,FIFA World Cup qualification,Melbourne,Australia,FALSE
2022-01-27,Saudi Arabia,Oman,1,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,FALSE
2022-01-27,Ecuador,Brazil,1,1,FIFA World Cup qualification,Quito,Ecuador,FALSE
2022-01-27,Paraguay,Uruguay,0,1,FIFA World Cup qualification,Asunción,Paraguay,FALSE
2022-01-27,Chile,Argentina,1,2,FIFA World Cup qualification,Calama,Chile,FALSE
2022-01-28,Jordan,New Zealand,3,1,Friendly,Abu Dhabi,United Arab Emirates,TRUE
2022-01-28,Suriname,Barbados,1,0,Friendly,Paramaribo,Suriname,FALSE
2022-01-28,Colombia,Peru,0,1,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
2022-01-28,Venezuela,Bolivia,4,1,FIFA World Cup qualification,Barinas,Venezuela,FALSE
2022-01-29,Kuwait,Libya,2,0,Friendly,Kuwait City,Kuwait,FALSE
2022-01-29,Nepal,Mauritius,1,0,Friendly,Kathmandu,Nepal,FALSE
2022-01-29,Nicaragua,Belize,4,0,Friendly,Managua,Nicaragua,FALSE
2022-01-29,Burkina Faso,Tunisia,1,0,African Cup of Nations,Garoua,Cameroon,TRUE
2022-01-29,Cameroon,Gambia,2,0,African Cup of Nations,Douala,Cameroon,FALSE
2022-01-30,Indonesia,Timor-Leste,3,0,Friendly,Gianyar,Indonesia,FALSE
2022-01-30,Egypt,Morocco,2,1,African Cup of Nations,Yaoundé,Cameroon,TRUE
2022-01-30,Senegal,Equatorial Guinea,3,1,African Cup of Nations,Yaoundé,Cameroon,TRUE
2022-01-30,Canada,United States,2,0,FIFA World Cup qualification,Hamilton,Canada,FALSE
2022-01-30,Mexico,Costa Rica,0,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
2022-01-30,Panama,Jamaica,3,2,FIFA World Cup qualification,Panama City,Panama,FALSE
2022-01-30,Honduras,El Salvador,0,2,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
2022-02-01,Bahrain,DR Congo,1,0,Friendly,Riffa,Bahrain,FALSE
2022-02-01,Kuwait,Libya,0,2,Friendly,Kuwait City,Kuwait,FALSE
2022-02-01,Nepal,Mauritius,1,0,Friendly,Kathmandu,Nepal,FALSE
